StockCode,gap_start,gap_end,gap_weeks,weeks_before,weeks_after
20794,2011-06-20,2011-07-18,5,32,9
20794,2011-08-01,2011-08-29,5,33,8
20794,2011-09-12,2011-09-26,3,34,7
20795,2010-07-19,2010-08-30,7,10,15
20795,2010-09-13,2010-10-25,7,11,14
20795,2010-11-29,2011-01-10,7,14,11
20795,2011-01-31,2011-05-09,15,16,9
20795,2011-05-23,2011-08-15,13,17,8
20795,2011-08-29,2011-09-12,3,18,7
20795,2011-10-03,2011-10-24,4,20,5
20796,2010-07-12,2010-09-27,12,8,11
20796,2010-10-11,2010-11-08,5,9,10
20796,2010-11-22,2011-02-21,14,10,9
20796,2011-03-07,2011-04-11,6,11,8
20796,2011-04-25,2011-05-09,3,12,7
20796,2011-05-23,2011-07-25,10,13,6
20801,2010-08-16,2010-08-30,3,18,27
20801,2010-11-15,2010-11-29,3,26,19
20801,2011-02-07,2011-02-21,3,34,11
20802,2010-09-20,2010-10-04,3,26,46
20802,2010-12-27,2011-01-10,3,34,38
20803,2010-03-08,2010-04-19,7,10,37
20803,2010-05-17,2010-05-31,3,13,34
20803,2010-09-27,2010-10-18,4,26,21
20803,2011-02-21,2011-03-07,3,40,7
20818,2010-04-12,2010-04-26,3,8,12
20818,2010-06-28,2010-08-09,7,13,7
20818,2010-08-23,2010-09-06,3,14,6
20818,2010-10-11,2010-12-06,9,16,4
20819,2010-07-26,2010-08-09,3,19,24
20819,2010-10-11,2010-11-15,6,23,20
20819,2010-12-13,2010-12-27,3,25,18
20819,2011-01-31,2011-02-21,4,29,14
20819,2011-03-07,2011-04-04,5,30,13
20819,2011-04-18,2011-05-23,6,31,12
20819,2011-08-01,2011-08-29,5,36,7
20821,2010-07-12,2010-08-09,5,15,8
20821,2010-08-23,2010-10-25,10,16,7
20821,2010-11-08,2011-03-21,20,17,6
20821,2011-04-11,2011-04-25,3,19,4
20823,2010-11-29,2011-04-11,20,8,5
20830,2010-04-26,2010-06-21,9,11,43
20831,2010-04-12,2010-04-26,3,8,45
20831,2010-06-07,2010-06-21,3,12,41
20831,2010-09-20,2010-10-04,3,21,32
20831,2010-12-13,2010-12-27,3,27,26
20831,2011-06-06,2011-06-27,4,41,12
20832,2010-05-17,2010-05-31,3,19,44
20832,2010-07-26,2010-08-09,3,24,39
20832,2010-08-23,2010-09-27,6,25,38
20832,2011-02-28,2011-03-14,3,42,21
20832,2011-03-28,2011-04-25,5,43,20
20832,2011-05-09,2011-05-23,3,44,19
20832,2011-06-06,2011-06-27,4,45,18
20836,2011-07-04,2011-08-15,7,11,8
20836,2011-10-03,2011-10-17,3,15,4
20837,2011-06-20,2011-07-18,5,8,6
20837,2011-08-01,2011-09-19,8,9,5
20837,2011-10-03,2011-10-17,3,10,4
20839,2010-12-13,2011-01-10,5,14,33
20839,2011-01-24,2011-02-28,6,15,32
20839,2011-03-14,2011-04-18,6,16,31
20840,2010-05-10,2010-06-07,5,8,37
20840,2010-06-28,2010-08-09,7,10,35
20840,2010-09-06,2010-09-27,4,13,32
20840,2010-10-11,2010-11-22,7,14,31
20840,2010-12-06,2011-04-18,20,15,30
20845,2010-05-31,2010-10-18,21,8,10
20845,2010-11-01,2011-01-10,11,9,9
20845,2011-01-31,2011-02-28,5,11,7
20846,2011-07-18,2011-08-08,4,65,13
20847,2010-12-20,2011-01-10,4,10,15
20847,2011-01-24,2011-02-07,3,11,14
20847,2011-03-07,2011-03-28,4,14,11
20847,2011-04-25,2011-06-13,8,16,9
20847,2011-07-18,2011-08-08,4,19,6
20848,2011-05-16,2011-08-08,13,8,4
20849,2010-04-12,2010-05-17,6,12,7
20850,2010-03-15,2010-03-29,3,8,7
20850,2010-04-12,2010-05-10,5,9,6
20850,2010-05-24,2010-06-21,5,10,5
20850,2010-07-05,2010-07-19,3,11,4
20851,2010-04-12,2010-05-10,5,9,14
20851,2010-06-14,2010-07-26,7,11,12
20851,2010-09-13,2010-10-11,5,14,9
20851,2010-11-22,2011-01-17,9,17,6
20851,2011-01-31,2011-02-14,3,18,5
20854,2010-04-19,2010-05-03,3,13,33
20855,2010-04-12,2010-05-03,4,14,12
20856,2010-04-19,2010-05-03,3,12,47
20856,2010-08-16,2010-08-30,3,23,36
20856,2011-03-14,2011-03-28,3,45,14
20857,2010-08-16,2010-09-13,5,29,13
20863,2010-04-05,2010-04-19,3,13,13
20864,2010-03-01,2010-03-22,4,10,8
20864,2010-04-05,2010-05-03,5,11,7
20864,2010-06-07,2010-06-21,3,13,5
20864,2010-07-05,2010-08-02,5,14,4
20866,2010-07-05,2010-07-19,3,22,48
20866,2011-01-24,2011-02-28,6,44,26
20866,2011-04-18,2011-05-02,3,49,21
20866,2011-07-18,2011-08-01,3,54,16
20867,2010-03-22,2010-04-19,5,10,46
20867,2010-07-05,2010-08-02,5,18,38
20867,2011-01-24,2011-02-07,3,39,17
20867,2011-04-18,2011-05-02,3,45,11
20867,2011-06-20,2011-09-19,14,49,7
20867,2011-10-17,2011-10-31,3,52,4
20868,2010-04-19,2010-06-21,10,9,33
20868,2010-07-05,2010-07-26,4,10,32
20868,2010-08-23,2010-09-06,3,12,30
20868,2010-10-25,2010-11-08,3,16,26
20868,2011-01-24,2011-02-28,6,24,18
20868,2011-03-14,2011-04-25,7,25,17
20868,2011-05-09,2011-05-30,4,26,16
20868,2011-07-25,2011-08-08,3,30,12
20868,2011-08-29,2011-09-19,4,32,10
20869,2010-03-29,2010-07-05,15,9,29
20869,2010-07-19,2010-08-09,4,10,28
20869,2010-08-23,2010-09-06,3,11,27
20869,2010-11-15,2010-12-06,4,17,21
20869,2011-01-24,2011-02-21,5,21,17
20869,2011-03-07,2011-05-30,13,22,16
20869,2011-07-11,2011-08-08,5,25,13
20869,2011-09-05,2011-09-19,3,28,10
20871,2010-06-28,2010-07-12,3,18,18
20892,2010-06-28,2010-07-12,3,17,12
20892,2010-10-04,2010-10-18,3,23,6
20893,2010-05-10,2010-05-31,4,13,35
20893,2010-12-20,2011-01-10,4,32,16
20893,2011-01-31,2011-02-21,4,34,14
20893,2011-03-21,2011-04-18,5,36,12
20893,2011-05-02,2011-05-30,5,37,11
20893,2011-06-13,2011-06-27,3,38,10
20893,2011-07-25,2011-08-22,5,40,8
20893,2011-09-12,2011-10-10,5,42,6
20894,2010-05-10,2010-05-24,3,14,29
20894,2010-12-06,2011-02-14,11,34,9
20894,2011-02-28,2011-05-02,10,35,8
20894,2011-05-16,2011-07-04,8,36,7
20894,2011-07-18,2011-08-22,6,37,6
20894,2011-09-12,2011-10-10,5,39,4
20897,2010-07-26,2010-08-09,3,21,23
20897,2010-08-23,2010-09-06,3,22,22
20897,2011-01-10,2011-01-31,4,33,11
20897,2011-02-28,2011-04-25,9,35,9
20897,2011-05-09,2011-05-30,4,36,8
20898,2010-05-10,2010-05-31,4,9,23
20898,2010-11-29,2011-01-17,8,24,8
20898,2011-01-31,2011-05-30,18,25,7
20901,2010-08-30,2011-05-30,40,29,5
20902,2010-03-29,2010-04-12,3,14,45
20902,2011-01-10,2011-01-24,3,40,19
20902,2011-04-18,2011-05-23,6,48,11
20903,2010-05-10,2010-05-24,3,9,38
20903,2010-07-12,2010-07-26,3,14,33
20903,2010-10-11,2010-11-01,4,21,26
20903,2010-12-20,2011-01-10,4,26,21
20903,2011-02-28,2011-03-21,4,29,18
20903,2011-05-09,2011-05-23,3,34,13
20906,2010-02-22,2010-03-15,4,8,18
20906,2010-05-17,2010-05-31,3,14,12
20906,2010-09-13,2010-10-04,4,20,6
20910,2010-04-05,2010-04-19,3,14,22
20931,2011-08-01,2011-08-29,5,62,10
20931,2011-09-26,2011-10-17,4,65,7
20932,2010-05-31,2010-07-12,7,20,36
20932,2010-08-23,2010-09-06,3,23,33
20932,2010-12-27,2011-01-17,4,36,20
20932,2011-03-07,2011-04-04,5,40,16
20932,2011-05-02,2011-05-16,3,43,13
20932,2011-07-25,2011-08-22,5,48,8
20932,2011-10-10,2011-10-24,3,52,4
20933,2010-02-08,2010-02-22,3,8,24
20933,2010-05-31,2010-06-21,4,17,15
20933,2010-08-09,2010-09-20,7,22,10
20933,2010-11-01,2010-12-27,9,25,7
20933,2011-01-10,2011-03-28,12,26,6
20933,2011-04-18,2011-08-08,17,28,4
20934,2010-04-12,2010-11-01,30,15,23
20934,2011-04-25,2011-05-23,5,27,11
20934,2011-06-06,2011-06-27,4,28,10
20934,2011-07-11,2011-08-01,4,29,9
20935,2010-03-08,2010-03-22,3,10,15
20935,2010-05-17,2010-05-31,3,14,11
20935,2010-06-14,2010-07-26,7,15,10
20935,2010-08-30,2010-09-13,3,17,8
20935,2010-10-11,2010-11-01,4,20,5
20936,2010-03-08,2010-03-22,3,10,43
20936,2010-06-07,2010-06-28,4,18,35
20936,2010-08-02,2010-08-30,5,21,32
20936,2010-12-27,2011-01-10,3,33,20
20936,2011-02-14,2011-03-28,7,35,18
20936,2011-05-30,2011-06-27,5,40,13
20936,2011-10-03,2011-10-24,4,47,6
20941,2010-12-27,2011-01-10,3,46,11
20941,2011-02-14,2011-02-28,3,49,8
20952,2010-05-17,2010-05-31,3,9,8
20952,2010-06-14,2010-08-02,8,10,7
20952,2010-08-23,2010-09-27,6,12,5
20956,2010-04-05,2010-04-26,4,11,59
20956,2011-02-21,2011-03-07,3,43,27
20956,2011-03-28,2011-04-11,3,45,25
20956,2011-05-16,2011-05-30,3,47,23
20956,2011-07-11,2011-07-25,3,51,19
20960,2010-12-27,2011-01-10,3,52,4
20966,2011-02-14,2011-02-28,3,60,12
20966,2011-04-11,2011-05-02,4,63,9
20966,2011-06-27,2011-07-11,3,68,4
20973,2011-07-18,2011-08-22,6,67,13
20975,2011-06-06,2011-09-12,15,77,12
20980,2010-05-31,2010-06-28,5,13,20
20980,2010-07-12,2010-07-26,3,14,19
20980,2010-08-09,2010-10-11,10,15,18
20980,2010-12-20,2011-01-03,3,22,11
20980,2011-01-31,2011-03-21,8,24,9
20980,2011-04-18,2011-05-02,3,27,6
20980,2011-05-16,2011-05-30,3,28,5
20984,2010-04-05,2010-04-19,3,13,60
20984,2010-08-02,2010-08-16,3,22,51
20984,2011-03-28,2011-04-11,3,46,27
20985,2011-04-25,2011-05-09,3,63,28
20986,2010-03-29,2010-04-12,3,15,63
20997,2010-07-12,2010-08-09,5,19,24
20997,2010-09-27,2010-11-08,7,22,21
20997,2010-11-22,2011-04-11,21,23,20
20997,2011-10-03,2011-10-24,4,38,5
21000,2010-03-15,2010-03-29,3,8,53
21000,2010-12-20,2011-01-03,3,33,28
21000,2011-04-04,2011-04-25,4,43,18
21000,2011-07-18,2011-08-08,4,49,12
21001,2010-05-17,2010-05-31,3,9,48
21001,2011-04-11,2011-04-25,3,38,19
21001,2011-07-18,2011-08-01,3,46,11
21003,2010-11-08,2010-12-27,8,8,26
21003,2011-01-10,2011-04-04,13,9,25
21003,2011-10-03,2011-10-24,4,28,6
21007,2010-05-17,2010-06-14,5,9,8
21009,2010-03-08,2010-07-05,18,8,16
21010,2010-04-26,2010-07-05,11,8,12
21010,2010-07-19,2010-08-02,3,9,11
21012,2010-06-07,2010-06-28,4,21,69
21014,2011-01-24,2011-02-07,3,26,19
21014,2011-02-21,2011-05-30,15,27,18
21014,2011-07-04,2011-07-25,4,29,16
21015,2011-01-24,2011-04-11,12,23,20
21015,2011-04-25,2011-05-09,3,24,19
21015,2011-05-23,2011-06-20,5,25,18
21017,2010-05-17,2010-07-05,8,8,16
21025,2010-09-20,2010-10-04,3,8,28
21025,2011-02-07,2011-03-14,6,20,16
21025,2011-03-28,2011-05-02,6,21,15
21025,2011-06-13,2011-06-27,3,26,10
21025,2011-07-11,2011-07-25,3,27,9
21025,2011-08-08,2011-08-22,3,28,8
21025,2011-09-12,2011-09-26,3,30,6
21025,2011-10-17,2011-11-07,4,32,4
21026,2010-03-29,2010-04-12,3,11,41
21026,2010-04-26,2010-05-24,5,12,40
21026,2010-06-07,2010-06-21,3,13,39
21026,2010-08-02,2010-08-23,4,16,36
21026,2011-01-24,2011-02-28,6,33,19
21026,2011-04-04,2011-04-25,4,35,17
21026,2011-07-11,2011-07-25,3,40,12
21026,2011-09-05,2011-09-26,4,43,9
21027,2010-03-29,2010-06-07,11,8,33
21027,2010-06-28,2010-07-12,3,10,31
21027,2010-10-25,2010-11-08,3,18,23
21027,2011-02-28,2011-03-14,3,29,12
21027,2011-03-28,2011-04-18,4,30,11
21027,2011-08-08,2011-08-22,3,36,5
21027,2011-09-05,2011-09-26,4,37,4
21028,2010-05-31,2010-06-14,3,11,42
21028,2010-08-09,2010-08-23,3,16,37
21028,2010-09-06,2010-09-20,3,17,36
21028,2011-02-21,2011-04-18,9,32,21
21028,2011-07-04,2011-07-18,3,39,14
21028,2011-08-08,2011-08-22,3,41,12
21030,2011-01-24,2011-04-11,12,19,12
21030,2011-04-25,2011-05-09,3,20,11
21030,2011-05-30,2011-06-13,3,22,9
21030,2011-07-11,2011-08-15,6,25,6
21030,2011-08-29,2011-09-19,4,26,5
21031,2010-06-28,2010-08-02,6,10,20
21031,2010-08-16,2010-09-20,6,11,19
21031,2010-10-25,2010-11-08,3,14,16
21031,2011-01-24,2011-02-14,4,23,7
21031,2011-02-28,2011-03-21,4,24,6
21031,2011-04-04,2011-05-09,6,25,5
21031,2011-05-23,2011-09-19,18,26,4
21032,2010-05-10,2010-06-14,6,9,24
21032,2010-06-28,2010-07-12,3,10,23
21032,2010-07-26,2010-09-06,7,11,22
21032,2010-09-20,2010-10-04,3,12,21
21032,2010-10-25,2010-11-08,3,14,19
21032,2011-01-24,2011-03-21,9,23,10
21032,2011-04-04,2011-05-16,7,24,9
21032,2011-05-30,2011-06-20,4,25,8
21032,2011-07-11,2011-09-19,11,27,6
21038,2010-05-10,2010-05-24,3,13,20
21038,2010-06-07,2010-08-16,11,14,19
21038,2010-12-27,2011-01-31,6,26,7
21038,2011-02-14,2011-02-28,3,27,6
21039,2011-07-11,2011-07-25,3,74,17
21040,2010-07-12,2010-09-06,9,24,8
21040,2010-09-20,2010-11-08,8,25,7
21041,2010-04-12,2010-09-20,24,18,59
21042,2011-09-19,2011-10-10,4,87,7
21043,2010-04-12,2010-04-26,3,11,38
21043,2010-08-09,2010-09-06,5,19,30
21043,2011-02-07,2011-02-28,4,35,14
21051,2011-03-21,2011-04-25,6,50,10
21051,2011-05-23,2011-06-06,3,53,7
21054,2011-04-04,2011-04-18,3,63,6
21055,2011-04-04,2011-04-18,3,64,22
21055,2011-08-29,2011-09-19,4,75,11
21056,2011-08-08,2011-09-12,6,73,7
21056,2011-09-26,2011-10-24,5,74,6
21060,2010-12-06,2010-12-27,4,39,36
21061,2010-12-13,2010-12-27,3,43,39
21063,2010-12-13,2010-12-27,3,49,42
21064,2010-09-27,2010-10-11,3,24,36
21064,2011-01-10,2011-01-24,3,35,25
21064,2011-03-21,2011-04-04,3,38,22
21064,2011-04-18,2011-05-02,3,39,21
21064,2011-05-16,2011-06-06,4,40,20
21064,2011-08-08,2011-08-22,3,46,14
21065,2010-05-10,2010-05-24,3,9,45
21065,2010-06-07,2010-06-21,3,10,44
21065,2010-07-26,2010-09-06,7,13,41
21065,2010-09-20,2010-10-11,4,14,40
21065,2011-04-11,2011-04-25,3,32,22
21065,2011-05-16,2011-06-06,4,34,20
21065,2011-08-08,2011-08-22,3,41,13
21066,2010-05-10,2010-05-24,3,18,53
21066,2011-04-11,2011-05-09,5,51,20
21082,2010-11-29,2011-01-03,6,45,20
21084,2010-09-27,2010-10-18,4,27,45
21084,2010-11-29,2010-12-27,5,30,42
21087,2010-04-12,2010-06-07,9,8,14
21087,2010-07-05,2010-07-19,3,10,12
21087,2010-08-16,2010-09-20,6,13,9
21087,2010-10-25,2011-02-07,16,15,7
21088,2010-09-06,2010-09-20,3,18,41
21088,2010-10-11,2010-12-27,12,20,39
21088,2011-01-24,2011-02-14,4,23,36
21089,2010-08-09,2010-10-25,12,12,17
21089,2010-11-08,2010-11-29,4,13,16
21089,2010-12-13,2011-02-14,10,14,15
21089,2011-02-28,2011-03-28,5,15,14
21089,2011-04-11,2011-04-25,3,16,13
21090,2010-09-20,2010-11-08,8,29,48
21090,2010-12-06,2010-12-27,4,32,45
21095,2010-08-16,2010-09-20,6,17,14
21095,2010-10-25,2010-11-22,5,21,10
21095,2010-12-06,2011-01-10,6,22,9
21095,2011-01-24,2011-02-07,3,23,8
21095,2011-03-07,2011-04-18,7,26,5
21096,2010-10-18,2010-12-27,11,23,36
21096,2011-01-24,2011-02-21,5,26,33
21098,2011-02-07,2011-05-23,16,33,24
21100,2010-12-27,2011-01-10,3,52,8
21106,2011-04-25,2011-05-09,3,58,16
21106,2011-05-23,2011-06-13,4,59,15
21106,2011-08-15,2011-08-29,3,65,9
21109,2011-01-31,2011-02-14,3,52,24
21109,2011-05-23,2011-06-20,5,63,13
21109,2011-07-04,2011-07-18,3,64,12
21109,2011-08-08,2011-08-29,4,66,10
21110,2011-08-01,2011-08-22,4,77,11
21111,2010-07-12,2010-07-26,3,26,45
21111,2011-04-25,2011-05-09,3,55,16
21111,2011-05-23,2011-06-13,4,56,15
21111,2011-08-01,2011-08-29,5,60,11
21112,2011-01-31,2011-02-14,3,52,24
21112,2011-04-25,2011-05-09,3,58,18
21112,2011-05-23,2011-06-06,3,59,17
21112,2011-06-27,2011-07-11,3,61,15
21112,2011-08-01,2011-08-22,4,63,13
21117,2010-09-27,2010-10-18,4,10,14
21117,2010-11-22,2011-01-03,7,12,12
21117,2011-01-17,2011-04-04,12,13,11
21117,2011-05-09,2011-06-13,6,15,9
21117,2011-06-27,2011-07-18,4,16,8
21117,2011-08-01,2011-09-05,6,17,7
21123,2010-11-08,2010-11-22,3,43,46
21125,2011-04-11,2011-04-25,3,63,27
21128,2010-07-12,2010-08-09,5,13,32
21128,2010-09-20,2010-10-11,4,16,29
21128,2010-12-13,2010-12-27,3,21,24
21128,2011-01-31,2011-02-21,4,23,22
21128,2011-05-30,2011-06-13,3,33,12
21128,2011-07-11,2011-07-25,3,35,10
21129,2010-05-31,2010-06-21,4,12,29
21129,2010-08-16,2010-08-30,3,16,25
21129,2010-09-13,2010-10-04,4,17,24
21129,2010-11-29,2010-12-27,5,21,20
21129,2011-01-10,2011-02-28,8,22,19
21129,2011-04-18,2011-05-16,5,26,15
21129,2011-09-05,2011-09-19,3,33,8
21131,2010-07-12,2010-08-09,5,11,29
21131,2010-09-06,2010-09-27,4,13,27
21131,2010-11-15,2010-11-29,3,17,23
21131,2010-12-13,2011-01-17,6,18,22
21131,2011-01-31,2011-03-14,7,19,21
21131,2011-04-25,2011-05-09,3,23,17
21131,2011-06-27,2011-07-25,5,29,11
21132,2010-07-12,2010-08-30,8,12,23
21132,2010-11-08,2010-11-29,4,18,17
21132,2010-12-13,2011-01-17,6,19,16
21132,2011-01-31,2011-02-21,4,20,15
21132,2011-04-11,2011-04-25,3,24,11
21132,2011-05-23,2011-06-06,3,27,8
21132,2011-07-11,2011-09-05,9,29,6
21132,2011-09-19,2011-10-03,3,30,5
21133,2010-06-14,2010-07-19,6,12,4
21134,2010-06-28,2010-07-19,4,12,8
21143,2010-12-27,2011-01-24,5,31,9
21143,2011-02-14,2011-02-28,3,33,7
21143,2011-04-11,2011-05-30,8,36,4
21144,2010-04-26,2010-06-14,8,9,15
21144,2010-06-28,2010-07-12,3,10,14
21144,2010-08-16,2010-09-06,4,13,11
21145,2010-04-12,2010-05-17,6,8,24
21145,2010-05-31,2010-07-19,8,9,23
21145,2010-12-20,2011-03-07,12,25,7
21145,2011-03-28,2011-04-25,5,27,5
21145,2011-05-09,2011-06-20,7,28,4
21147,2011-01-24,2011-02-21,5,23,16
21147,2011-03-07,2011-04-11,6,24,15
21147,2011-04-25,2011-06-27,10,25,14
21147,2011-07-11,2011-08-22,7,26,13
21155,2010-07-12,2010-09-13,10,31,63
21157,2010-12-13,2011-01-03,4,48,16
21157,2011-04-11,2011-04-25,3,58,6
21158,2011-04-11,2011-04-25,3,59,31
21159,2011-04-11,2011-04-25,3,56,31
21162,2011-02-21,2011-03-07,3,52,36
21163,2011-04-18,2011-05-02,3,59,24
21165,2010-07-12,2010-08-02,4,31,69
21166,2010-07-26,2010-08-09,3,32,64
21166,2011-08-08,2011-08-22,3,81,15
21167,2010-08-16,2010-08-30,3,22,45
21167,2011-03-21,2011-04-11,4,44,23
21169,2010-05-10,2010-06-28,8,16,67
21169,2010-07-19,2010-08-09,4,18,65
21169,2011-08-15,2011-08-29,3,69,14
21172,2010-12-27,2011-01-31,6,54,43
21175,2010-07-12,2010-08-09,5,31,68
21181,2010-05-10,2010-08-09,14,22,57
21181,2011-05-30,2011-07-04,6,62,17
21181,2011-08-08,2011-08-22,3,64,15
21187,2010-12-27,2011-01-10,3,40,18
21187,2011-01-31,2011-02-28,5,42,16
21187,2011-06-13,2011-06-27,3,53,5
21188,2010-12-20,2011-01-03,3,46,24
21189,2010-05-17,2010-05-31,3,10,48
21189,2011-01-10,2011-01-31,4,31,27
21189,2011-02-14,2011-03-07,4,32,26
21189,2011-09-26,2011-10-17,4,51,7
21190,2010-12-13,2011-01-03,4,37,4
21191,2010-04-19,2010-05-10,4,12,53
21191,2010-06-21,2010-07-05,3,15,50
21191,2010-07-19,2010-08-23,6,16,49
21191,2010-12-27,2011-01-10,3,32,33
21191,2011-08-01,2011-08-22,4,51,14
21192,2010-03-01,2010-04-05,6,9,58
21192,2010-07-19,2010-08-02,3,17,50
21192,2010-12-27,2011-01-10,3,35,32
21194,2010-04-26,2010-05-10,3,8,45
21194,2010-06-21,2010-07-19,5,11,42
21194,2010-08-02,2010-08-23,4,12,41
21194,2010-10-18,2010-11-01,3,16,37
21194,2011-05-02,2011-05-16,3,31,22
21194,2011-07-11,2011-07-25,3,37,16
21196,2010-08-23,2010-09-06,3,8,13
21196,2010-09-20,2010-12-06,12,9,12
21196,2010-12-20,2011-01-10,4,10,11
21196,2011-01-24,2011-03-21,9,11,10
21196,2011-05-30,2011-08-08,11,16,5
21197,2010-08-09,2010-08-23,3,10,22
21197,2010-10-11,2010-11-15,6,13,19
21197,2010-12-13,2011-01-10,5,16,16
21197,2011-01-24,2011-02-07,3,17,15
21197,2011-02-21,2011-03-21,5,18,14
21197,2011-04-11,2011-04-25,3,20,12
21197,2011-05-09,2011-06-06,5,21,11
21197,2011-08-29,2011-10-24,9,28,4
21198,2010-05-17,2010-05-31,3,17,49
21198,2010-09-06,2010-09-20,3,26,40
21198,2010-10-25,2010-11-08,3,30,36
21198,2010-11-22,2010-12-13,4,31,35
21198,2011-03-07,2011-03-21,3,40,26
21198,2011-10-17,2011-10-31,3,62,4
21199,2010-08-30,2010-09-13,3,34,37
21199,2010-11-22,2010-12-06,3,41,30
21199,2011-07-25,2011-08-08,3,65,6
21199,2011-08-29,2011-09-12,3,67,4
21200,2010-03-29,2010-04-12,3,11,60
21200,2011-04-25,2011-05-09,3,49,22
21200,2011-05-23,2011-06-06,3,50,21
21202,2010-07-26,2010-08-09,3,18,32
21202,2011-02-07,2011-02-21,3,35,15
21202,2011-04-18,2011-05-02,3,39,11
21202,2011-06-20,2011-07-18,5,44,6
21202,2011-08-01,2011-09-05,6,45,5
21207,2011-04-11,2011-04-25,3,62,32
21208,2010-04-26,2010-05-10,3,8,61
21208,2010-06-21,2010-07-05,3,12,57
21208,2010-09-20,2010-10-04,3,18,51
21209,2010-07-26,2010-08-23,5,21,48
21209,2010-09-13,2010-10-04,4,23,46
21209,2010-10-18,2010-11-01,3,24,45
21210,2011-04-11,2011-05-09,5,69,28
21216,2010-08-23,2010-09-27,6,37,61
21219,2010-06-07,2010-06-28,4,21,55
21219,2011-03-28,2011-04-11,3,52,24
21220,2011-02-21,2011-03-07,3,48,25
21220,2011-03-21,2011-04-11,4,49,24
21220,2011-05-23,2011-06-06,3,52,21
21221,2010-04-19,2010-05-03,3,11,47
21221,2010-08-09,2010-09-06,5,21,37
21221,2011-05-02,2011-05-16,3,44,14
21221,2011-09-26,2011-10-17,4,54,4
21222,2010-08-23,2010-09-06,3,26,42
21222,2011-03-21,2011-04-11,4,47,21
21222,2011-05-23,2011-06-20,5,51,17
21222,2011-07-18,2011-08-01,3,54,14
21226,2010-05-17,2010-05-31,3,9,14
21226,2010-07-05,2010-08-02,5,11,12
21226,2010-08-23,2010-10-04,7,13,10
21226,2010-10-18,2010-11-01,3,14,9
21226,2010-11-15,2010-11-29,3,15,8
21226,2010-12-13,2011-06-20,28,16,7
21228,2010-05-17,2010-05-31,3,9,15
21228,2010-06-21,2010-07-12,4,11,13
21228,2010-09-20,2010-10-04,3,17,7
21248,2011-04-11,2011-04-25,3,51,25
21248,2011-06-20,2011-07-04,3,57,19
21250,2010-06-14,2010-07-05,4,13,28
21250,2010-10-18,2010-11-01,3,23,18
21250,2010-12-06,2011-01-24,8,26,15
21250,2011-04-25,2011-05-09,3,33,8
21250,2011-06-06,2011-08-08,10,35,6
21250,2011-08-22,2011-10-03,7,36,5
21251,2011-01-31,2011-02-14,3,47,24
21251,2011-04-04,2011-04-18,3,51,20
21258,2011-02-21,2011-03-21,5,58,15
21258,2011-04-04,2011-08-29,22,59,14
21261,2011-01-17,2011-04-11,13,20,18
21261,2011-04-25,2011-06-20,9,21,17
21261,2011-07-04,2011-08-01,5,22,16
21262,2011-01-31,2011-03-21,8,23,25
21262,2011-04-11,2011-04-25,3,25,23
21262,2011-07-04,2011-07-18,3,31,17
21262,2011-08-01,2011-08-15,3,32,16
21263,2010-12-20,2011-05-02,20,10,15
21263,2011-05-16,2011-08-15,14,11,14
21264,2011-01-17,2011-05-02,16,15,18
21264,2011-05-16,2011-06-06,4,16,17
21264,2011-06-20,2011-07-11,4,17,16
21264,2011-08-01,2011-08-15,3,19,14
21265,2010-12-13,2011-01-24,7,12,13
21265,2011-02-07,2011-05-02,13,13,12
21265,2011-05-16,2011-07-04,8,14,11
21265,2011-07-18,2011-08-15,5,15,10
21269,2010-12-13,2010-12-27,3,28,14
21269,2011-01-24,2011-02-14,4,30,12
21269,2011-03-14,2011-04-25,7,32,10
21269,2011-07-18,2011-08-15,5,38,4
21270,2010-06-14,2010-09-06,13,8,19
21270,2010-09-20,2010-10-04,3,9,18
21270,2010-11-15,2010-12-13,5,12,15
21270,2011-01-24,2011-03-21,9,16,11
21270,2011-04-04,2011-05-09,6,17,10
21275,2010-05-24,2010-06-21,5,14,18
21275,2010-07-12,2010-08-02,4,16,16
21275,2010-08-23,2010-09-13,4,18,14
21275,2010-09-27,2010-10-11,3,19,13
21275,2011-01-24,2011-02-07,3,28,4
21277,2010-07-19,2010-08-16,5,15,25
21277,2010-10-18,2010-11-01,3,19,21
21277,2010-12-06,2010-12-27,4,22,18
21277,2011-01-17,2011-02-14,5,24,16
21277,2011-04-11,2011-05-23,7,29,11
21277,2011-06-27,2011-08-08,7,32,8
21278,2010-12-06,2010-12-27,4,44,5
21278,2011-01-10,2011-01-24,3,45,4
21279,2010-09-06,2010-09-20,3,32,27
21279,2011-02-07,2011-03-21,7,47,12
21279,2011-04-04,2011-05-02,5,48,11
21279,2011-05-16,2011-06-27,7,49,10
21280,2010-08-23,2010-09-06,3,30,18
21280,2010-11-29,2011-01-03,6,37,11
21280,2011-01-17,2011-03-21,10,38,10
21280,2011-05-16,2011-06-06,4,43,5
21280,2011-06-20,2011-07-18,5,44,4
21281,2010-08-23,2010-09-20,5,29,12
21281,2010-10-11,2010-11-08,5,31,10
21281,2010-12-27,2011-01-17,4,37,4
21282,2010-06-21,2010-07-05,3,25,13
21284,2010-08-09,2010-09-20,7,27,35
21284,2010-12-20,2011-01-03,3,38,24
21284,2011-02-21,2011-03-07,3,43,19
21284,2011-04-04,2011-04-25,4,45,17
21284,2011-08-08,2011-08-22,3,53,9
21285,2010-03-15,2010-03-29,3,11,38
