StockCode,product,ABC,XYZ,class,revenue,units,weeks_active,cv,is_forecastable,revenue_rank,cumulative_revenue,cumulative_revenue_pct,sku_pct,policy_note
22607,WOODEN ROUNDERS GARDEN SET,A,Y,AY,23015.79,2545,71,1.432,1,173,7755312.37,39.368,3.662,"Moderate safety stock, review monthly"
21791,VINTAGE HEADS AND TAILS CARD GAME,A,Y,AY,22924.85,17657,104,1.064,1,174,7778237.22,39.484,3.683,"Moderate safety stock, review monthly"
22554,PLASTERS IN TIN WOODLAND ANIMALS,A,Y,AY,22899.92,13616,88,0.804,1,175,7801137.14,39.6,3.704,"Moderate safety stock, review monthly"
21936,RED RETROSPOT PICNIC BAG,A,Y,AY,22770.81,7815,103,1.073,1,176,7823907.95,39.716,3.726,"Moderate safety stock, review monthly"
84970S,HANGING HEART ZINC T-LIGHT HOLDER,A,X,AX,22653.1,26905,104,0.61,1,177,7846561.05,39.831,3.747,"Tight reorder point, low safety stock — forecast works"
22556,PLASTERS IN TIN CIRCUS PARADE,A,Y,AY,22376.98,13611,89,1.005,1,178,7868938.03,39.944,3.768,"Moderate safety stock, review monthly"
37449,CERAMIC CAKE STAND + HANGING CAKES,A,Y,AY,22363.15,2385,86,1.465,1,179,7891301.18,40.058,3.789,"Moderate safety stock, review monthly"
85014A,BLACK/BLUE POLKADOT UMBRELLA,A,Z,AZ,22243.45,4661,102,2.5,1,180,7913544.63,40.171,3.81,High revenue but erratic — expensive to protect
20749,ASSORTED COLOUR MINI CASES,A,Y,AY,22200.96,3075,102,1.013,1,181,7935745.59,40.284,3.831,"Moderate safety stock, review monthly"
22113,GREY HEART HOT WATER BOTTLE,A,Z,AZ,22159.98,5796,65,1.509,1,182,7957905.57,40.396,3.853,High revenue but erratic — expensive to protect
22585,PACK OF 6 BIRDY GIFT TAGS,A,Y,AY,22011.05,17584,91,1.067,1,183,7979916.62,40.508,3.874,"Moderate safety stock, review monthly"
23202,JUMBO BAG VINTAGE LEAF,A,Z,AZ,21852.81,10962,32,1.717,1,184,8001769.43,40.619,3.895,High revenue but erratic — expensive to protect
22499,WOODEN UNION JACK BUNTING,A,Y,AY,21838.42,3586,96,1.258,1,185,8023607.85,40.73,3.916,"Moderate safety stock, review monthly"
22941,CHRISTMAS LIGHTS 10 REINDEER,A,Z,AZ,21753.08,2618,32,2.468,1,186,8045360.93,40.84,3.937,High revenue but erratic — expensive to protect
21210,SET OF 72 RETROSPOT PAPER  DOILIES,A,Y,AY,21735.89,15124,97,0.782,1,187,8067096.82,40.95,3.959,"Moderate safety stock, review monthly"
22456,NATURAL SLATE CHALKBOARD LARGE,A,Y,AY,21607.95,4421,89,1.466,1,188,8088704.77,41.06,3.98,"Moderate safety stock, review monthly"
22969,HOMEMADE JAM SCENTED CANDLES,A,Z,AZ,21519.39,14473,55,1.792,1,189,8110224.16,41.169,4.001,High revenue but erratic — expensive to protect
21213,PACK OF 72 SKULL CAKE CASES,A,Y,AY,21463.86,40433,104,0.771,1,190,8131688.02,41.278,4.022,"Moderate safety stock, review monthly"
21258,VICTORIAN SEWING BOX LARGE,A,Z,AZ,21450.31,1510,73,1.597,1,191,8153138.33,41.387,4.043,High revenue but erratic — expensive to protect
23209,LUNCH BAG VINTAGE DOILY,A,Z,AZ,21450.17,13189,32,1.761,1,192,8174588.5,41.496,4.064,High revenue but erratic — expensive to protect
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,A,Z,AZ,21248.83,2691,60,1.767,1,193,8195837.33,41.604,4.086,High revenue but erratic — expensive to protect
22570,FELTCRAFT CUSHION RABBIT,A,Y,AY,20931.1,5639,85,1.419,1,194,8216768.43,41.71,4.107,"Moderate safety stock, review monthly"
22424,ENAMEL BREAD BIN CREAM,A,Y,AY,20925.14,1532,82,1.154,1,195,8237693.57,41.816,4.128,"Moderate safety stock, review monthly"
23206,LUNCH BAG APPLE DESIGN,A,Z,AZ,20911.98,12183,35,1.666,1,196,8258605.55,41.922,4.149,High revenue but erratic — expensive to protect
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,A,Y,AY,20893.73,5366,94,1.08,1,197,8279499.28,42.028,4.17,"Moderate safety stock, review monthly"
22294,HEART FILIGREE DOVE  SMALL,A,Y,AY,20881.88,16873,103,0.916,1,198,8300381.16,42.134,4.191,"Moderate safety stock, review monthly"
22356,CHARLOTTE BAG PINK POLKADOT,A,X,AX,20881.25,20026,104,0.574,1,199,8321262.41,42.24,4.213,"Tight reorder point, low safety stock — forecast works"
21218,RED SPOTTY BISCUIT TIN,A,Y,AY,20822.81,5262,104,0.763,1,200,8342085.22,42.346,4.234,"Moderate safety stock, review monthly"
48116,DOORMAT MULTICOLOUR STRIPE,A,Z,AZ,20728.07,3454,88,2.035,1,201,8362813.29,42.451,4.255,High revenue but erratic — expensive to protect
22632,HAND WARMER RED RETROSPOT,A,Z,AZ,20582.33,10310,32,2.506,1,202,8383395.62,42.556,4.276,High revenue but erratic — expensive to protect
22617,BAKING SET SPACEBOY DESIGN,A,Y,AY,20571.74,4256,90,1.261,1,203,8403967.36,42.66,4.297,"Moderate safety stock, review monthly"
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,A,Z,AZ,20469.08,17875,68,2.32,1,204,8424436.44,42.764,4.318,High revenue but erratic — expensive to protect
20723,STRAWBERRY CHARLOTTE BAG,A,X,AX,20438.45,18340,104,0.556,1,205,8444874.89,42.868,4.34,"Tight reorder point, low safety stock — forecast works"
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,A,X,AX,20416.93,8255,104,0.74,1,206,8465291.82,42.972,4.361,"Tight reorder point, low safety stock — forecast works"
22568,FELTCRAFT CUSHION OWL,A,Y,AY,20271.22,5486,91,1.262,1,207,8485563.04,43.075,4.382,"Moderate safety stock, review monthly"
85150,LADIES & GENTLEMEN METAL SIGN,A,Y,AY,20255.57,8368,89,0.939,1,208,8505818.61,43.177,4.403,"Moderate safety stock, review monthly"
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",A,Y,AY,20213.55,3893,98,0.834,1,209,8526032.16,43.28,4.424,"Moderate safety stock, review monthly"
22273,FELTCRAFT DOLL MOLLY,A,Z,AZ,20189.34,7368,103,2.479,1,210,8546221.5,43.382,4.445,High revenue but erratic — expensive to protect
22569,FELTCRAFT CUSHION BUTTERFLY,A,Y,AY,20134.43,5529,85,1.469,1,211,8566355.93,43.485,4.467,"Moderate safety stock, review monthly"
21622,VINTAGE UNION JACK CUSHION COVER,A,Z,AZ,20021.09,3716,94,2.049,1,212,8586377.02,43.586,4.488,High revenue but erratic — expensive to protect
22900,SET 2 TEA TOWELS I LOVE LONDON,A,Z,AZ,19895.14,6176,63,1.537,1,213,8606272.16,43.687,4.509,High revenue but erratic — expensive to protect
22413,METAL SIGN TAKE IT OR LEAVE IT,A,Z,AZ,19754.79,6985,97,2.205,1,214,8626026.95,43.788,4.53,High revenue but erratic — expensive to protect
48129,DOORMAT TOPIARY,A,Z,AZ,19646.08,3132,101,1.84,1,215,8645673.03,43.887,4.551,High revenue but erratic — expensive to protect
22381,TOY TIDY PINK POLKADOT,A,Y,AY,19634.24,9272,98,1.016,1,216,8665307.27,43.987,4.572,"Moderate safety stock, review monthly"
21174,POTTERING IN THE SHED METAL SIGN,A,Y,AY,19619.42,9709,104,0.938,1,217,8684926.69,44.087,4.594,"Moderate safety stock, review monthly"
22558,CLOTHES PEGS RETROSPOT PACK 24,A,Y,AY,19539.59,13827,71,1.095,1,218,8704466.28,44.186,4.615,"Moderate safety stock, review monthly"
22169,FAMILY ALBUM WHITE PICTURE FRAME,A,Y,AY,19533.1,2278,99,0.839,1,219,8723999.38,44.285,4.636,"Moderate safety stock, review monthly"
22561,WOODEN SCHOOL COLOURING SET,A,Y,AY,19532.52,11647,89,0.907,1,220,8743531.9,44.384,4.657,"Moderate safety stock, review monthly"
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,A,Y,AY,19337.48,1771,78,1.277,1,221,8762869.38,44.482,4.678,"Moderate safety stock, review monthly"
22427,ENAMEL FLOWER JUG CREAM,A,Y,AY,19326.83,3219,70,1.165,1,222,8782196.21,44.58,4.699,"Moderate safety stock, review monthly"
22952,60 CAKE CASES VINTAGE CHRISTMAS,A,Z,AZ,19274.7,33051,51,1.888,1,223,8801470.91,44.678,4.721,High revenue but erratic — expensive to protect
21908,CHOCOLATE THIS WAY METAL SIGN,A,Y,AY,19180.58,9704,104,1.244,1,224,8820651.49,44.775,4.742,"Moderate safety stock, review monthly"
22061,LARGE CAKE STAND  HANGING STRAWBERY,A,Y,AY,19161.17,2175,99,1.382,1,225,8839812.66,44.873,4.763,"Moderate safety stock, review monthly"
84949,SILVER HANGING T-LIGHT HOLDER,A,Y,AY,19104.9,11999,102,1.015,1,226,8858917.56,44.97,4.784,"Moderate safety stock, review monthly"
71053,WHITE METAL LANTERN,A,Y,AY,18970.52,4786,104,0.936,1,227,8877888.08,45.066,4.805,"Moderate safety stock, review monthly"
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,A,Y,AY,18911.67,15944,103,0.886,1,228,8896799.75,45.162,4.826,"Moderate safety stock, review monthly"
47591D,PINK FAIRY CAKE CHILDRENS APRON,A,Y,AY,18730.32,9650,100,0.759,1,229,8915530.07,45.257,4.848,"Moderate safety stock, review monthly"
22555,PLASTERS IN TIN STRONGMAN,A,Y,AY,18718.27,11572,89,1.101,1,230,8934248.34,45.352,4.869,"Moderate safety stock, review monthly"
21035,SET/2 RED RETROSPOT TEA TOWELS,A,Y,AY,18681.38,6006,104,1.249,1,231,8952929.72,45.447,4.89,"Moderate safety stock, review monthly"
22041,"RECORD FRAME 7"" SINGLE SIZE",A,Y,AY,18650.87,7540,101,0.931,1,232,8971580.59,45.542,4.911,"Moderate safety stock, review monthly"
21121,SET/10 RED POLKADOT PARTY CANDLES,A,Y,AY,18488.95,15252,104,1.002,1,233,8990069.54,45.635,4.932,"Moderate safety stock, review monthly"
22847,BREAD BIN DINER STYLE IVORY,A,Y,AY,18352.74,1157,51,1.447,1,234,9008422.28,45.729,4.953,"Moderate safety stock, review monthly"
21484,CHICK GREY HOT WATER BOTTLE,A,Z,AZ,18320.89,4631,96,1.553,1,235,9026743.17,45.822,4.975,High revenue but erratic — expensive to protect
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,A,Y,AY,18082.47,4631,80,1.154,1,236,9044825.64,45.913,4.996,"Moderate safety stock, review monthly"
22505,MEMO BOARD COTTAGE DESIGN,A,Y,AY,18074.23,3781,91,1.071,1,237,9062899.87,46.005,5.017,"Moderate safety stock, review monthly"
79323W,WHITE CHERRY LIGHTS,A,Z,AZ,18048.72,3004,24,2.43,0,238,9080948.59,46.097,5.038,High revenue but erratic — expensive to protect
22147,FELTCRAFT BUTTERFLY HEARTS,A,Y,AY,17951.58,12868,102,1.342,1,239,9098900.17,46.188,5.059,"Moderate safety stock, review monthly"
22560,TRADITIONAL MODELLING CLAY,A,Y,AY,17904.21,14870,89,1.045,1,240,9116804.38,46.279,5.08,"Moderate safety stock, review monthly"
22352,LUNCH BOX WITH CUTLERY RETROSPOT,A,X,AX,17879.16,7109,104,0.689,1,241,9134683.54,46.37,5.102,"Tight reorder point, low safety stock — forecast works"
22297,HEART IVORY TRELLIS SMALL,A,Y,AY,17840.12,13825,104,0.839,1,242,9152523.66,46.46,5.123,"Moderate safety stock, review monthly"
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,A,Y,AY,17767.96,21630,92,1.027,1,243,9170291.62,46.55,5.144,"Moderate safety stock, review monthly"
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,A,X,AX,17736.68,17709,103,0.745,1,244,9188028.3,46.64,5.165,"Tight reorder point, low safety stock — forecast works"
21914,BLUE HARMONICA IN BOX,A,Y,AY,17729.11,12960,92,1.119,1,245,9205757.41,46.73,5.186,"Moderate safety stock, review monthly"
22633,HAND WARMER UNION JACK,A,Z,AZ,17656.47,8579,35,2.045,1,246,9223413.88,46.82,5.207,High revenue but erratic — expensive to protect
22776,SWEETHEART CAKESTAND 3 TIER,A,Y,AY,17540.41,1709,60,1.287,1,247,9240954.29,46.909,5.229,"Moderate safety stock, review monthly"
21136,PAINTED METAL PEARS ASSORTED,A,Y,AY,17502.15,10526,103,1.007,1,248,9258456.44,46.998,5.25,"Moderate safety stock, review monthly"
84467,ENGLISH ROSE DESIGN QUILTED THROW,A,Z,AZ,17477.66,816,17,4.074,0,249,9275934.1,47.087,5.271,High revenue but erratic — expensive to protect
20718,RED RETROSPOT SHOPPER BAG,A,X,AX,17467.35,13361,104,0.739,1,250,9293401.45,47.175,5.292,"Tight reorder point, low safety stock — forecast works"
22557,PLASTERS IN TIN VINTAGE PAISLEY,A,Y,AY,17437.6,10391,89,1.035,1,251,9310839.05,47.264,5.313,"Moderate safety stock, review monthly"
84992,72 SWEETHEART FAIRY CAKE CASES,A,Y,AY,17404.8,35126,104,0.892,1,252,9328243.85,47.352,5.334,"Moderate safety stock, review monthly"
22366,DOORMAT AIRMAIL,A,Z,AZ,17264.77,2543,99,1.824,1,253,9345508.62,47.44,5.356,High revenue but erratic — expensive to protect
21889,WOODEN BOX OF DOMINOES,A,Y,AY,17119.41,12824,104,0.991,1,254,9362628.03,47.527,5.377,"Moderate safety stock, review monthly"
23240,SET OF 4 KNICK KNACK TINS DOILY,A,Z,AZ,17037.52,4186,27,1.964,1,255,9379665.55,47.613,5.398,High revenue but erratic — expensive to protect
21156,RETROSPOT CHILDRENS APRON,A,Y,AY,17017.88,9145,103,1.205,1,256,9396683.43,47.7,5.419,"Moderate safety stock, review monthly"
22654,DELUXE SEWING KIT,A,Y,AY,17001.02,2539,72,1.382,1,257,9413684.45,47.786,5.44,"Moderate safety stock, review monthly"
21535,RED RETROSPOT SMALL MILK JUG,A,Y,AY,16921.15,6809,103,0.759,1,258,9430605.6,47.872,5.461,"Moderate safety stock, review monthly"
22652,TRAVEL SEWING KIT,A,Y,AY,16822.1,9927,70,1.421,1,259,9447427.7,47.957,5.483,"Moderate safety stock, review monthly"
21533,RETRO SPOT LARGE MILK JUG,A,X,AX,16793.07,3379,104,0.713,1,260,9464220.77,48.042,5.504,"Tight reorder point, low safety stock — forecast works"
21164,HOME SWEET HOME METAL SIGN,A,Y,AY,16679.51,5999,104,1.27,1,261,9480900.28,48.127,5.525,"Moderate safety stock, review monthly"
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,A,Y,AY,16634.41,1724,89,1.22,1,262,9497534.69,48.211,5.546,"Moderate safety stock, review monthly"
22993,SET OF 4 PANTRY JELLY MOULDS,A,Y,AY,16507.23,12672,43,1.382,1,263,9514041.92,48.295,5.567,"Moderate safety stock, review monthly"
22837,HOT WATER BOTTLE BABUSHKA,A,Z,AZ,16487.73,3541,31,3.253,1,264,9530529.65,48.379,5.588,High revenue but erratic — expensive to protect
22487,WHITE WOOD GARDEN PLANT LADDER,A,Y,AY,16393.6,1634,90,0.764,1,265,9546923.25,48.462,5.61,"Moderate safety stock, review monthly"
21155,RED RETROSPOT PEG BAG,A,Y,AY,16360.79,6673,94,1.113,1,266,9563284.04,48.545,5.631,"Moderate safety stock, review monthly"
23301,GARDENERS KNEELING PAD KEEP CALM,A,Z,AZ,16357.05,8825,31,1.972,1,267,9579641.09,48.628,5.652,High revenue but erratic — expensive to protect
22191,IVORY DINER WALL CLOCK,A,Z,AZ,16284.05,1975,87,1.917,1,268,9595925.14,48.711,5.673,High revenue but erratic — expensive to protect
22662,LUNCH BAG DOLLY GIRL DESIGN,A,Y,AY,16266.41,9983,72,1.067,1,269,9612191.55,48.794,5.694,"Moderate safety stock, review monthly"
35004C,SET OF 3 COLOURED  FLYING DUCKS,A,Z,AZ,16239.9,3066,63,1.559,1,270,9628431.45,48.876,5.715,High revenue but erratic — expensive to protect
22296,HEART IVORY TRELLIS LARGE,A,Y,AY,16220.61,9836,93,0.925,1,271,9644652.06,48.958,5.737,"Moderate safety stock, review monthly"
22193,RED DINER WALL CLOCK,A,Y,AY,16177.48,1917,78,1.168,1,272,9660829.54,49.04,5.758,"Moderate safety stock, review monthly"
22634,CHILDS BREAKFAST SET SPACEBOY,A,Y,AY,16036.1,1697,81,1.17,1,273,9676865.64,49.122,5.779,"Moderate safety stock, review monthly"
21877,HOME SWEET HOME MUG,A,Y,AY,15996.8,14087,102,1.396,1,274,9692862.44,49.203,5.8,"Moderate safety stock, review monthly"
22692,DOORMAT WELCOME TO OUR HOME,A,Z,AZ,15982.45,2137,72,1.815,1,275,9708844.89,49.284,5.821,High revenue but erratic — expensive to protect
22759,SET OF 3 NOTEBOOKS IN PARCEL,A,Y,AY,15892.96,9396,69,1.393,1,276,9724737.85,49.365,5.843,"Moderate safety stock, review monthly"
22690,DOORMAT HOME SWEET HOME BLUE,A,Z,AZ,15859.74,2533,70,2.538,1,277,9740597.59,49.445,5.864,High revenue but erratic — expensive to protect
22635,CHILDS BREAKFAST SET DOLLY GIRL,A,Y,AY,15834.81,1664,78,1.218,1,278,9756432.4,49.526,5.885,"Moderate safety stock, review monthly"
23313,VINTAGE CHRISTMAS BUNTING,A,Z,AZ,15833.31,2997,22,2.561,0,279,9772265.71,49.606,5.906,High revenue but erratic — expensive to protect
22367,CHILDRENS APRON SPACEBOY DESIGN,A,X,AX,15811.82,8076,100,0.742,1,280,9788077.53,49.686,5.927,"Tight reorder point, low safety stock — forecast works"
84375,SET OF 20 KIDS COOKIE CUTTERS,A,Y,AY,15794.28,7595,96,0.956,1,281,9803871.81,49.767,5.948,"Moderate safety stock, review monthly"
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,A,Y,AY,15753.27,2401,97,1.05,1,282,9819625.08,49.846,5.97,"Moderate safety stock, review monthly"
22619,SET OF 6 SOLDIER SKITTLES,A,Y,AY,15668.84,4021,83,1.165,1,283,9835293.92,49.926,5.991,"Moderate safety stock, review monthly"
22333,RETROSPOT PARTY BAG + STICKER SET,A,Y,AY,15651.2,10037,103,1.214,1,284,9850945.12,50.005,6.012,"Moderate safety stock, review monthly"
85232B,SET/3 RUSSIAN DOLL STACKING TINS,A,Z,AZ,15606.8,3090,56,1.812,1,285,9866551.92,50.085,6.033,High revenue but erratic — expensive to protect
21891,TRADITIONAL WOODEN SKIPPING ROPE,A,Y,AY,15586.4,12171,94,1.282,1,286,9882138.32,50.164,6.054,"Moderate safety stock, review monthly"
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,A,Y,AY,15426.65,5031,83,1.088,1,287,9897564.97,50.242,6.075,"Moderate safety stock, review monthly"
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,A,Y,AY,15425.6,3778,64,1.404,1,288,9912990.57,50.32,6.097,"Moderate safety stock, review monthly"
84378,SET OF 3 HEART COOKIE CUTTERS,A,Y,AY,15417.19,11660,104,1.099,1,289,9928407.76,50.399,6.118,"Moderate safety stock, review monthly"
21844,RED RETROSPOT MUG,A,Y,AY,15367.79,5387,101,0.964,1,290,9943775.55,50.477,6.139,"Moderate safety stock, review monthly"
22940,FELTCRAFT CHRISTMAS FAIRY,A,Z,AZ,15363.56,3510,48,1.849,1,291,9959139.11,50.555,6.16,High revenue but erratic — expensive to protect
21094,SET/6 RED SPOTTY PAPER PLATES,A,Y,AY,15334.88,19634,104,0.967,1,292,9974473.99,50.633,6.181,"Moderate safety stock, review monthly"
22365,DOORMAT RESPECTABLE HOUSE,A,Z,AZ,15304.79,2331,98,2.143,1,293,9989778.78,50.71,6.202,High revenue but erratic — expensive to protect
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,A,Z,AZ,15294.52,17166,52,1.864,1,294,10005073.3,50.788,6.224,High revenue but erratic — expensive to protect
21975,PACK OF 60 DINOSAUR CAKE CASES,A,Y,AY,15288.32,31426,104,0.784,1,295,10020361.62,50.865,6.245,"Moderate safety stock, review monthly"
21165,BEWARE OF THE CAT METAL SIGN,A,Y,AY,15175.83,9365,100,0.919,1,296,10035537.45,50.943,6.266,"Moderate safety stock, review monthly"
35970,ZINC FOLKART SLEIGH BELLS,A,Z,AZ,15152.01,8422,75,1.749,1,297,10050689.46,51.019,6.287,High revenue but erratic — expensive to protect
82582,AREA PATROLLED METAL SIGN,A,Y,AY,15146.68,7496,97,0.84,1,298,10065836.14,51.096,6.308,"Moderate safety stock, review monthly"
22946,WOODEN ADVENT CALENDAR CREAM,A,Z,AZ,15094.47,978,44,2.08,1,299,10080930.61,51.173,6.329,High revenue but erratic — expensive to protect
21122,SET/10 PINK POLKADOT PARTY CANDLES,A,Y,AY,15017.28,12347,102,0.966,1,300,10095947.89,51.249,6.351,"Moderate safety stock, review monthly"
22606,WOODEN SKITTLES GARDEN SET,A,Z,AZ,14977.64,1075,79,2.349,1,301,10110925.53,51.325,6.372,High revenue but erratic — expensive to protect
22730,ALARM CLOCK BAKELIKE IVORY,A,Y,AY,14886.02,3707,63,1.403,1,302,10125811.55,51.401,6.393,"Moderate safety stock, review monthly"
21770,OPEN CLOSED METAL SIGN,A,Z,AZ,14832.05,2996,65,2.749,1,303,10140643.6,51.476,6.414,High revenue but erratic — expensive to protect
17003,BROCADE RING PURSE,A,Z,AZ,14776.86,70405,98,2.064,1,304,10155420.46,51.551,6.435,High revenue but erratic — expensive to protect
21912,VINTAGE SNAKES & LADDERS,A,Y,AY,14685.08,3743,104,1.256,1,305,10170105.54,51.626,6.456,"Moderate safety stock, review monthly"
22485,SET OF 2 WOODEN MARKET CRATES,A,Y,AY,14677.84,1101,91,0.986,1,306,10184783.38,51.7,6.478,"Moderate safety stock, review monthly"
21380,WOODEN HAPPY BIRTHDAY GARLAND,A,Y,AY,14622.82,5041,102,1.353,1,307,10199406.2,51.774,6.499,"Moderate safety stock, review monthly"
84050,PINK HEART SHAPE EGG FRYING PAN,A,Z,AZ,14549.75,9868,96,1.539,1,308,10213955.95,51.848,6.52,High revenue but erratic — expensive to protect
22150,3 STRIPEY MICE FELTCRAFT,A,Y,AY,14527.5,7836,103,1.328,1,309,10228483.45,51.922,6.541,"Moderate safety stock, review monthly"
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,A,Y,AY,14461.03,11158,101,0.785,1,310,10242944.48,51.995,6.562,"Moderate safety stock, review monthly"
22179,SET 10 LIGHTS NIGHT OWL,A,Y,AY,14425.36,2024,100,0.909,1,311,10257369.84,52.069,6.583,"Moderate safety stock, review monthly"
21169,YOU'RE CONFUSING ME METAL SIGN,A,Y,AY,14291.34,8873,83,1.216,1,312,10271661.18,52.141,6.605,"Moderate safety stock, review monthly"
20748,KENSINGTON COFFEE SET,A,Z,AZ,14266.98,1600,66,5.928,1,313,10285928.16,52.214,6.626,High revenue but erratic — expensive to protect
23200,JUMBO BAG PEARS,A,Z,AZ,14197.28,7071,32,1.754,1,314,10300125.44,52.286,6.647,High revenue but erratic — expensive to protect
22295,HEART FILIGREE DOVE LARGE,A,Y,AY,14188.69,8602,94,1.031,1,315,10314314.13,52.358,6.668,"Moderate safety stock, review monthly"
22804,CANDLEHOLDER PINK HANGING HEART,A,Z,AZ,14123.0,5277,63,2.074,1,316,10328437.13,52.429,6.689,High revenue but erratic — expensive to protect
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,A,Y,AY,14085.49,10412,104,0.864,1,317,10342522.62,52.501,6.71,"Moderate safety stock, review monthly"
35400,WOODEN BOX ADVENT CALENDAR,A,Z,AZ,14070.7,1443,31,2.613,1,318,10356593.32,52.572,6.732,High revenue but erratic — expensive to protect
22627,MINT KITCHEN SCALES,A,Y,AY,14067.8,1606,73,1.007,1,319,10370661.12,52.644,6.753,"Moderate safety stock, review monthly"
21257,VICTORIAN SEWING BOX MEDIUM,A,Y,AY,14040.03,1558,102,1.077,1,320,10384701.15,52.715,6.774,"Moderate safety stock, review monthly"
21668,RED STRIPE CERAMIC DRAWER KNOB,A,Y,AY,14002.42,10426,97,0.762,1,321,10398703.57,52.786,6.795,"Moderate safety stock, review monthly"
22271,FELTCRAFT DOLL ROSIE,A,Y,AY,13983.68,4887,99,1.078,1,322,10412687.25,52.857,6.816,"Moderate safety stock, review monthly"
