StockCode,Description,returned_units,returned_value,return_lines,units,class,return_rate_pct
22983,CARD BILLBOARD FONT,181,68.76,3,6719.0,BY,2.69
22694,WICKER STAR,180,348.0,8,4912.0,AZ,3.66
22491,PACK OF 12 COLOURED PENCILS,180,134.28,3,7436.0,AY,2.42
20979,36 PENCILS TUBE RED SPOTTY,180,200.68,7,8162.0,AY,2.21
22998,TRAVEL CARD WALLET KEEP CALM,177,74.34,11,12490.0,AZ,1.42
22355,CHARLOTTE BAG SUKI DESIGN,176,135.04,26,32013.0,AX,0.55
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,176,134.0,6,1595.0,BZ,11.03
20975,12 PENCILS SMALL TUBE RED RETROSPOT,176,108.8,5,18116.0,AY,0.97
22198,LARGE POPCORN HOLDER,176,284.6,53,7345.0,AY,2.4
22560,TRADITIONAL MODELLING CLAY,175,191.2,4,14870.0,AY,1.18
84919,BLUE CUSHION COVER WITH FLOWER,172,723.4,6,291.0,BZ,59.11
21703,BAG 125g SWIRLY MARBLES,171,71.82,9,14579.0,AY,1.17
21671,RED SPOT CERAMIC DRAWER KNOB,170,237.31,20,9526.0,AY,1.78
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,169,129.71,14,2233.0,BZ,7.57
21980,PACK OF 12 RED RETROSPOT TISSUES,168,48.72,5,31342.0,AZ,0.54
85042,ANTIQUE LILY FAIRY LIGHTS,168,757.4,61,2686.0,AZ,6.25
23318,BOX OF 6 MINI VINTAGE CRACKERS,168,368.71000000000004,7,3811.0,AZ,4.41
22153,ANGEL DECORATION STARS ON DRESS,166,69.72,5,5806.0,BZ,2.86
22804,PINK HANGING HEART T-LIGHT HOLDER,164,419.8,3,5277.0,AZ,3.11
79323S,SILVER CHERRY LIGHTS,161,997.05,23,334.0,BZ,48.2
47599A,PINK PARTY BAGS,160,247.35999999999999,3,5970.0,AY,2.68
22554,PLASTERS IN TIN WOODLAND ANIMALS,159,243.14999999999998,9,13616.0,AY,1.17
22087,PAPER BUNTING WHITE LACE,159,465.4,11,8494.0,AY,1.87
21313,GLASS HEART T-LIGHT HOLDER,158,110.14999999999999,15,6738.0,AY,2.34
22384,LUNCH BAG PINK POLKADOT,157,244.45,22,20830.0,AX,0.75
22720,SET OF 3 CAKE TINS PANTRY DESIGN,157,744.95,74,7493.0,AZ,2.1
22112,CHOCOLATE HOT WATER BOTTLE,156,687.48,13,11087.0,AY,1.41
47556B,TEA TIME TEA TOWELS,156,402.59999999999997,3,5206.0,AZ,3.0
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,156,141.73,32,21630.0,AY,0.72
22933,BAKING MOULD EASTER EGG MILK CHOC,156,337.79999999999995,2,940.0,BZ,16.6
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,156,1229.1,33,3162.0,AZ,4.93
15056N,EDWARDIAN PARASOL NATURAL,155,840.55,21,11463.0,AY,1.35
21889,WOODEN BOX OF DOMINOES,155,193.75,13,12824.0,AY,1.21
21901,"KEY FOB , BACK DOOR",153,99.45,5,6182.0,BY,2.47
85172,HYACINTH BULB T-LIGHT CANDLES,153,64.25999999999999,6,4303.0,BZ,3.56
23300,GARDENERS KNEELING PAD CUP OF TEA,152,231.6,7,6827.0,AZ,2.23
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,152,448.4,2,1908.0,BZ,7.97
22956,36 FOIL HEART CAKE CASES,152,283.2,3,2502.0,AZ,6.08
22363,GLASS JAR MARMALADE,152,400.40000000000003,13,782.0,BZ,19.44
20772,GARDEN PATH JOURNAL,151,320.25,3,971.0,BZ,15.55
84670,JAPANESE CROCHETED ANIMAL,150,63.0,3,5223.0,BZ,2.87
10123C,HEARTS WRAPPING TAPE,150,12.540000000000001,2,653.0,CZ,22.97
84601A,NEW BAROQUE IVORY CUSHION COVER,150,187.5,1,260.0,CZ,57.69
84078A,SET/4 WHITE RETRO STORAGE CUBES,147,5187.65,20,1128.0,AZ,13.03
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,146,566.38,16,2044.0,AZ,7.14
84754,S/15 SILVER GLASS BAUBLES IN BAG,146,155.14,2,2085.0,BZ,7.0
16156S,WRAP PINK FAIRY CAKES,146,61.32,3,16661.0,AY,0.88
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,146,399.71999999999997,10,5031.0,AY,2.9
22465,HANGING METAL STAR LANTERN,145,217.64999999999998,17,4567.0,AY,3.17
79321,CHILLI LIGHTS,145,635.75,21,15918.0,AY,0.91
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,144,41.76,1,2919.0,CZ,4.93
21984,PACK OF 12 PINK PAISLEY TISSUES,144,41.28,5,25373.0,AZ,0.57
22818,CARD CHRISTMAS VILLAGE,144,60.48,5,6326.0,BZ,2.28
22609,PENS ASSORTED SPACEBALL,144,98.64,4,7159.0,BY,2.01
22595,CHRISTMAS GINGHAM HEART,144,103.68,1,12551.0,AZ,1.15
22593,CHRISTMAS GINGHAM STAR,144,103.68,1,5475.0,AZ,2.63
22383,LUNCH BAG SUKI DESIGN,144,217.4,18,25114.0,AX,0.57
23228,FILIGREE HEART BIRD WHITE,144,149.76,1,1492.0,BZ,9.65
21210,SET OF 72 RETROSPOT PAPER  DOILIES,144,187.4,6,15124.0,AY,0.95
22691,DOORMAT WELCOME SUNRISE,143,665.35,3,760.0,AZ,18.82
22692,DOORMAT WELCOME TO OUR HOME,143,665.0500000000001,3,2137.0,AZ,6.69
37495,FAIRY CAKE BIRTHDAY CANDLE SET,142,493.2,33,1561.0,AY,9.1
85174,S/4 CACTI CANDLES,141,607.65,10,1470.0,AY,9.59
22969,HOMEMADE JAM SCENTED CANDLES,140,185.79999999999998,8,14473.0,AZ,0.97
21974,SET OF 36 PAISLEY FLOWER DOILIES,140,201.45,11,7046.0,AY,1.99
22738,RIBBON REEL SNOWY VILLAGE,140,207.0,3,4468.0,AZ,3.13
22303,COFFEE MUG APPLES DESIGN,139,336.45,27,5452.0,AY,2.55
22435,SET OF 9 HEART SHAPED BALLOONS,139,154.75,4,4942.0,AY,2.81
22534,MAGIC DRAWING SLATE SPACEBOY,139,58.38,5,12894.0,AY,1.08
22064,PINK DOUGHNUT TRINKET POT,138,222.7,40,6639.0,AY,2.08
22838,3 TIER CAKE TIN RED AND CREAM,138,1816.6999999999998,22,926.0,AZ,14.9
22866,HAND WARMER SCOTTY DOG DESIGN,135,259.5,7,12815.0,AZ,1.05
20719,WOODLAND CHARLOTTE BAG,135,106.82,17,24521.0,AX,0.55
23200,JUMBO BAG PEARS,134,243.63000000000002,6,7071.0,AZ,1.9
16259,PIECE OF CAMO STATIONERY SET,134,14.100000000000001,4,5473.0,CZ,2.45
84946,ANTIQUE SILVER TEA GLASS ETCHED,134,153.82,23,36841.0,AX,0.36
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,133,112.49,3,13319.0,AZ,1.0
22614,PACK OF 12 SPACEBOY TISSUES,133,42.27,6,5731.0,BY,2.32
16235,RECYCLED PENCIL WITH RABBIT ERASER,133,27.93,4,5864.0,BY,2.27
22501,PICNIC BASKET WICKER LARGE,131,1158.45,33,2618.0,AZ,5.0
22536,MAGIC DRAWING SLATE PURDEY,131,47.82,2,9098.0,BZ,1.44
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,131,336.05,3,1628.0,AZ,8.05
85221,ASSORTED COLOUR SILK COIN PURSE,131,155.92000000000002,4,3558.0,BZ,3.68
22339,CHRISTMAS TREE PAINTED ZINC,131,81.92999999999999,8,3522.0,BZ,3.72
21935,SUKI  SHOULDER BAG,131,196.15,4,7127.0,AY,1.84
22618,COOKING SET RETROSPOT,131,1226.07,40,720.0,AZ,18.19
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,130,190.5,2,4051.0,AZ,3.21
21936,RED RETROSPOT PICNIC BAG,129,350.45,21,7815.0,AY,1.65
22413,METAL SIGN TAKE IT OR LEAVE IT,129,340.55,6,6985.0,AZ,1.85
82582,AREA PATROLLED METAL SIGN,129,241.38,8,7496.0,AY,1.72
23002,TRAVEL CARD WALLET SKULLS,128,53.76,8,2145.0,CZ,5.97
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,128,201.92000000000002,6,1402.0,BZ,9.13
21713,CITRONELLA CANDLE FLOWERPOT,128,233.0,20,2769.0,AZ,4.62
22384,LUNCH BAG PINK RETROSPOT,128,190.4,14,20830.0,AX,0.61
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,127,221.60000000000002,7,5790.0,AY,2.19
21747,SMALL SKULL WINDMILL,126,136.98000000000002,3,2050.0,BZ,6.15
22990,COTTON APRON PANTRY DESIGN,126,553.6999999999999,11,638.0,BZ,19.75
22865,HAND WARMER OWL DESIGN,126,264.34999999999997,14,14621.0,AZ,0.86
20717,STRAWBERRY SHOPPER BAG,125,137.25,5,6301.0,AY,1.98
22667,RECIPE BOX RETROSPOT,125,355.15,34,4868.0,AY,2.57
16169E,WRAP 50'S  CHRISTMAS,125,52.5,2,4563.0,BZ,2.74
84970S,HANGING HEART ZINC T-LIGHT HOLDER,125,105.19999999999999,14,26905.0,AX,0.46
22710,WRAP I LOVE LONDON,125,52.5,5,7184.0,BZ,1.74
22635,CHILDS BREAKFAST SET DOLLY GIRL,124,1113.4499999999998,26,1664.0,AY,7.45
22219,LOVEBIRD HANGING DECORATION WHITE,123,93.89,6,9799.0,AX,1.26
23581,JUMBO BAG PAISLEY PARK,122,224.76,4,5035.0,AZ,2.42
23582,VINTAGE DOILY JUMBO BAG RED,121,222.68,3,4815.0,AZ,2.51
23250,VINTAGE RED TRIM ENAMEL BOWL,121,141.8,8,1179.0,BZ,10.26
21634,ASSORTED MINI MADRAS NOTEBOOK,121,151.25,5,1771.0,BZ,6.83
21700,BIG DOUGHNUT FRIDGE MAGNETS,121,102.85,6,6384.0,AY,1.9
22106,MIRROR MOSAIC HURRICANE LAMP,121,156.75,2,509.0,BZ,23.77
21258,VICTORIAN SEWING BOX LARGE,121,1360.15,42,1510.0,AZ,8.01
20866,BLUE ROSE FABRIC MIRROR,120,127.2,1,1283.0,BZ,9.35
21914,BLUE HARMONICA IN BOX,120,150.0,5,12960.0,AY,0.93
21099,SET/6 STRAWBERRY PAPER CUPS,120,78.0,3,13388.0,BZ,0.9
21121,SET/10 RED POLKADOT PARTY CANDLES,120,150.0,5,15252.0,AY,0.79
22535,MAGIC DRAWING SLATE BUNNIES,120,50.4,3,4462.0,BY,2.69
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,120,262.8,2,884.0,BZ,13.57
84826,ASSTD DESIGN 3D PAPER STICKERS,120,102.0,2,1745.0,CZ,6.88
23215,JINGLE BELL HEART ANTIQUE SILVER,120,214.8,1,3567.0,AZ,3.36
22030,SWALLOWS GREETING CARD,120,50.4,3,12927.0,AY,0.93
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,120,102.0,1,1840.0,BZ,6.52
22077,6 RIBBONS RUSTIC CHARM,118,194.70000000000002,16,17281.0,AX,0.68
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,117,545.55,35,4805.0,AZ,2.43
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,116,327.0,41,18697.0,AX,0.62
22892,SET OF SALT AND PEPPER TOADSTOOLS,116,139.94,21,3526.0,AY,3.29
23319,BOX OF 6 MINI 50'S CRACKERS,116,244.97000000000003,6,3739.0,AZ,3.1
22963,JAM JAR WITH GREEN LID,115,90.86,12,3697.0,BZ,3.11
22061,LARGE CAKE STAND  HANGING STRAWBERY,114,1060.35,64,2175.0,AY,5.24
23301,GARDENERS KNEELING PAD KEEP CALM,114,168.89999999999998,11,8825.0,AZ,1.29
22444,GROW YOUR OWN PLANT IN A CAN,114,142.5,9,10135.0,AZ,1.12
22417,PACK OF 60 SPACEBOY CAKE CASES,114,62.699999999999996,5,21467.0,AY,0.53
21181,PLEASE ONE PERSON METAL SIGN,113,223.79999999999998,15,24819.0,AY,0.46
22988,SOLDIERS EGG CUP,112,132.78,9,9427.0,AZ,1.19
22583,PACK OF 6 HANDBAG GIFT BOXES,111,272.85,6,1889.0,AY,5.88
21399,BLUE POLKADOT COFFEE MUG,111,43.29,4,2390.0,BZ,4.64
22364,GLASS JAR DIGESTIVE BISCUITS,111,309.85,30,2060.0,AZ,5.39
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,111,234.45,4,567.0,BZ,19.58
22084,PAPER CHAIN KIT EMPIRE,111,299.45,4,8812.0,AZ,1.26
23298,SPOTTY BUNTING,110,482.81,12,8473.0,AZ,1.3
22776,SWEETHEART CAKESTAND 3 TIER,110,1010.4,40,1709.0,AY,6.44
16216,LETTER SHAPE PENCIL SHARPENER,110,17.6,3,4158.0,CZ,2.65
22571,ROCKING HORSE RED CHRISTMAS,109,80.17,3,5791.0,AZ,1.88
22457,NATURAL SLATE HEART CHALKBOARD,109,315.95,31,15457.0,AY,0.71
22673,FRENCH GARDEN SIGN BLUE METAL,109,118.01,3,1323.0,BZ,8.24
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,109,155.0,33,8969.0,AY,1.22
23084,RABBIT NIGHT LIGHT,108,208.4,15,30788.0,AZ,0.35
22714,CARD BIRTHDAY COWBOY,108,41.04,4,5277.0,BY,2.05
16054,POPART RECT PENCIL SHARPENER ASST,108,12.96,1,1210.0,CZ,8.93
21985,PACK OF 12 HEARTS DESIGN TISSUES,108,31.32,3,25583.0,AZ,0.42
22294,HEART FILIGREE DOVE  SMALL,107,133.75,7,16873.0,AY,0.63
22644,CERAMIC CHERRY CAKE MONEY BANK,107,254.45,19,4892.0,AY,2.19
84818,DANISH ROSE PHOTO FRAME,107,132.05,9,1789.0,BZ,5.98
85066,CREAM SWEETHEART MINI CHEST,107,1248.15,57,3111.0,AY,3.44
82583,HOT BATHS METAL SIGN,107,204.09,15,12935.0,AY,0.83
22556,PLASTERS IN TIN CIRCUS PARADE,107,176.55,19,13611.0,AY,0.79
22095,LADS ONLY TISSUE BOX,107,119.88,7,2985.0,BZ,3.58
22231,JIGSAW TREE WITH BIRDHOUSE,107,150.15,18,2140.0,BY,5.0
21669,BLUE STRIPE CERAMIC DRAWER KNOB,106,147.32,13,10672.0,AY,0.99
22045,SPACEBOY GIFT WRAP,105,44.1,5,14567.0,AY,0.72
22456,NATURAL SLATE CHALKBOARD LARGE,104,501.5,52,4421.0,AY,2.35
21426,WOODLAND STORAGE BOX SMALL,104,161.4,10,1028.0,BZ,10.12
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,103,143.95,8,10089.0,AY,1.02
21527,RED RETROSPOT TRADITIONAL TEAPOT,102,787.9,69,3360.0,AY,3.04
23172,REGENCY TEA PLATE PINK,102,154.29999999999998,9,3871.0,AZ,2.63
84836,ZINC METAL HEART DECORATION,102,127.5,9,20041.0,AY,0.51
23165,LARGE CERAMIC TOP STORAGE JAR,102,154.5,18,3118.0,AZ,3.27
21326,AGED GLASS SILVER T-LIGHT HOLDER,102,66.3,11,17902.0,AY,0.57
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,101,83.05,2,14028.0,AZ,0.72
85152,HAND OVER THE CHOCOLATE   SIGN,101,191.51,8,16415.0,AY,0.62
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,100,349.08000000000004,3,9781.0,AY,1.02
22389,PAPERWEIGHT SAVE THE PLANET,100,210.0,1,647.0,BZ,15.46
21558,SKULL LUNCHBOX WITH CUTLERY,100,210.0,1,4224.0,AY,2.37
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,100,19.919999999999998,2,3577.0,BZ,2.8
22127,PARTY CONES CARNIVAL ASSORTED,98,122.31,5,3474.0,BZ,2.82
22158,3 HEARTS HANGING DECORATION RUSTIC,98,287.1,17,9071.0,AZ,1.08
21158,MOODY GIRL DOOR HANGER,97,38.17,3,2594.0,BZ,3.74
23171,REGENCY TEA PLATE GREEN,97,146.25,5,6247.0,AZ,1.55
21888,BINGO SET,97,363.75,10,3525.0,AY,2.75
21904,HOUSE WRECKING METAL SIGN,97,179.7,2,759.0,CZ,12.78
21870,I CAN ONLY PLEASE ONE PERSON MUG,97,121.25,18,6100.0,AY,1.59
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,96,201.6,1,69.0,CZ,139.13
22398,MAGNETS PACK OF 4 SWALLOWS,96,120.0,6,4254.0,BY,2.26
22157,ANGEL DECORATION WITH LACE PADDED,96,81.6,2,1748.0,BZ,5.49
21849,SILVER DIAMANTE PEN IN GIFT BOX,96,120.0,1,635.0,BZ,15.12
84459A,PINK METAL CHICKEN HEART,96,143.04,5,1266.0,BZ,7.58
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,96,40.32,1,213.0,CZ,45.07
20676,RED RETROSPOT BOWL,96,106.13,6,10529.0,AX,0.91
23109,PACK OF SIX LED TEA LIGHTS,96,239.04,1,2401.0,AZ,4.0
23351,ROLL WRAP 50'S CHRISTMAS,96,104.88,3,3539.0,AZ,2.71
23355,HOT WATER BOTTLE KEEP CALM,96,417.6,8,5841.0,AZ,1.64
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,96,81.6,1,7157.0,BZ,1.34
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,96,62.4,4,2875.0,BZ,3.34
22553,PLASTERS IN TIN SKULLS,96,158.4,10,7863.0,AY,1.22
22930,BAKING MOULD HEART MILK CHOCOLATE,96,201.6,1,1109.0,BZ,8.66
22107,PIZZA PLATE IN BOX,95,330.71000000000004,12,1242.0,AY,7.65
22236,CAKE STAND 3 TIER MAGIC GARDEN,95,1121.25,47,1128.0,AY,8.42
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,95,61.75,2,2687.0,BY,3.54
21975,PACK OF 60 DINOSAUR CAKE CASES,95,49.26,4,31426.0,AY,0.3
22338,STAR DECORATION PAINTED ZINC,95,60.37,5,6091.0,BZ,1.56
20724,RED SPOTTY CHARLOTTE BAG,95,80.1,17,32241.0,AX,0.29
22634,CHILDS BREAKFAST SET SPACEBOY,94,906.3,53,1697.0,AY,5.54
22575,METAL MERRY CHRISTMAS WREATH,94,160.5,7,3144.0,AZ,2.99
37446,MINI CAKE STAND WITH HANGING CAKES,94,121.69999999999999,26,3704.0,AY,2.54
84378,SET OF 3 HEART COOKIE CUTTERS,93,116.06,9,11660.0,AY,0.8
21843,RETRO SPOT CAKE STAND,93,996.35,48,6155.0,AY,1.51
23169,CLASSIC GLASS COOKIE JAR,93,379.15,34,1558.0,AZ,5.97
22169,FAMILY ALBUM WHITE PICTURE FRAME,93,741.2,35,2278.0,AY,4.08
21891,TRADITIONAL WOODEN SKIPPING ROPE,93,118.07,13,12171.0,AY,0.76
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,93,695.35,50,2691.0,AZ,3.46
35004B,SET OF 3 BLACK FLYING DUCKS,93,364.65,25,1474.0,AY,6.31
84944,SET OF 6 KASHMIR FOLKART BAUBLES,93,244.45,5,1149.0,BZ,8.09
21789,KIDS RAIN MAC PINK,92,78.19999999999999,5,2923.0,BY,3.15
22979,PANTRY WASHING UP BRUSH,91,117.55000000000001,5,4097.0,AZ,2.22
35400,WOODEN BOX ADVENT CALENDAR,91,779.4499999999999,45,1443.0,AZ,6.31
22544,MINI JIGSAW SPACEBOY,91,38.22,2,9386.0,BY,0.97
16237,SLEEPING CAT ERASERS,91,19.11,3,10388.0,BY,0.88
22558,CLOTHES PEGS RETROSPOT PACK 24,91,130.71,15,13827.0,AY,0.66
21873,IF YOU CAN'T STAND THE HEAT MUG,91,100.07,4,2024.0,BZ,4.5
21658,GLASS  BEURRE DISH,90,351.44,53,2231.0,AY,4.03
23245,SET OF 3 REGENCY CAKE TINS,90,421.5,37,6357.0,AZ,1.42
90085,CRYSTAL STILETTO PHONE CHARM,90,76.5,2,311.0,CZ,28.94
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,90,581.9,27,2401.0,AY,3.75
22915,ASSORTED BOTTLE TOP  MAGNETS,90,37.8,4,3281.0,BZ,2.74
21068,VINTAGE BILLBOARD LOVE/HATE MUG,89,98.33,8,4068.0,BZ,2.19
21213,PACK OF 72 SKULL CAKE CASES,89,48.949999999999996,3,40433.0,AY,0.22
23256,CHILDRENS CUTLERY SPACEBOY,88,338.0,8,2115.0,AZ,4.16
23309,SET OF 60 I LOVE LONDON CAKE CASES,88,48.4,5,8332.0,AZ,1.06
35004C,SET OF 3 COLOURED  FLYING DUCKS,88,426.8,31,3066.0,AZ,2.87
22161,HEART DECORATION RUSTIC HANGING,88,28.88,2,6731.0,BY,1.31
22550,HOLIDAY FUN LUDO,88,330.0,8,2064.0,AZ,4.26
23174,REGENCY SUGAR BOWL GREEN,88,345.2,17,3057.0,AZ,2.88
23307,SET OF 60 PANTRY DESIGN CAKE CASES,88,48.4,5,12063.0,AZ,0.73
21668,RED STRIPE CERAMIC DRAWER KNOB,87,106.42,12,10426.0,AY,0.83
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,87,125.94999999999999,16,5617.0,AY,1.55
22727,ALARM CLOCK BAKELIKE RED,87,326.25,35,9254.0,AZ,0.94
22502,PICNIC BASKET WICKER SMALL,86,436.42,16,3774.0,AY,2.28
22962,JAM JAR WITH PINK LID,86,72.97,22,4374.0,BZ,1.97
21161,KEEP OUT BOYS DOOR HANGER,86,47.66,3,2362.0,BZ,3.64
84029E,RED WOOLLY HOTTIE WHITE HEART.,86,327.7,11,10701.0,AZ,0.8
22207,FRYING PAN UNION FLAG,85,324.75,6,3105.0,AZ,2.74
21876,POTTERING MUG,85,112.4,16,5673.0,AZ,1.5
22621,TRADITIONAL KNITTING NANCY,85,114.05,7,8737.0,AY,0.97
21163,DO NOT TOUCH MY STUFF DOOR HANGER,85,46.01,3,2808.0,BZ,3.03
21238,RED SPOTTY CUP,84,71.39999999999999,9,9498.0,AX,0.88
21162,TOXIC AREA  DOOR HANGER,84,44.76,2,2405.0,BZ,3.49
23225,CHERUB HEART DECORATION SILVER,84,69.72,4,1356.0,CZ,6.19
22348,TEA BAG PLATE RED SPOTTY,84,71.4,3,12461.0,AY,0.67
84247E,PACK/12 XMAS FUN CARD,83,225.65,6,381.0,CZ,21.78
22057,CERAMIC PLATE STRAWBERRY DESIGN,82,122.17999999999999,11,3065.0,BZ,2.68
84691,PACK 20 DOLLY PEGS,82,56.1,3,2754.0,BZ,2.98
21056,DOCTOR'S BAG SOFT TOY,82,693.9,4,546.0,AZ,15.02
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,82,214.70000000000002,13,1355.0,BZ,6.05
22867,HAND WARMER BIRD DESIGN,82,172.2,7,11893.0,AZ,0.69
20865,PATCHWORK PENCIL CASE BUTTERFLY,82,145.47,2,251.0,CZ,32.67
22980,PANTRY SCRUBBING BRUSH,81,124.04999999999998,6,2366.0,BZ,3.42
22361,GLASS JAR DAISY FRESH COTTON WOOL,81,232.85,29,1850.0,AY,4.38
23175,REGENCY MILK JUG PINK,80,225.5,11,3164.0,AZ,2.53
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,80,274.08000000000004,7,9164.0,AY,0.87
22163,HEART STRING MEMO HOLDER HANGING,79,179.05,5,1270.0,BZ,6.22
22623,BOX OF VINTAGE JIGSAW BLOCKS,79,355.05,9,2316.0,AY,3.41
20981,12 PENCILS TALL TUBE WOODLAND,79,67.14999999999999,7,4727.0,BY,1.67
21218,RED SPOTTY BISCUIT TIN,79,277.25,27,5262.0,AY,1.5
22098,BOUDOIR SQUARE TISSUE BOX,79,35.11,7,2871.0,BZ,2.75
22090,PAPER BUNTING RETROSPOT,79,217.05,9,16708.0,AY,0.47
23006,TRAVEL CARD WALLET FLOWER MEADOW,78,32.76,5,1764.0,CZ,4.42
22997,TRAVEL CARD WALLET UNION JACK,78,32.76,8,2595.0,CY,3.01
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,78,168.89999999999998,8,3291.0,AZ,2.37
22109,FULL ENGLISH BREAKFAST PLATE,78,271.26,18,3343.0,AY,2.33
17021,NAMASTE SWAGAT INCENSE,78,23.400000000000002,3,3834.0,CZ,2.03
20685,DOORMAT RED RETROSPOT,78,542.22,8,9789.0,AY,0.8
22582,PACK OF 6 SWEETIE GIFT BOXES,78,183.6,4,2526.0,AZ,3.09
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,78,66.3,4,5191.0,BZ,1.5
23275,SET OF 3 HANGING OWLS OLLIE BEAK,77,95.41,4,3749.0,AZ,2.05
22942,CHRISTMAS LIGHTS 10 SANTAS,77,612.85,13,1223.0,AZ,6.3
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,77,50.05,8,3023.0,BZ,2.55
21172,PARTY METAL SIGN,77,110.85,7,7704.0,AY,1.0
21159,MOODY BOY  DOOR HANGER,77,34.61,3,2106.0,BZ,3.66
21190,PINK HEARTS PAPER GARLAND,77,111.65,2,806.0,BZ,9.55
20977,36 PENCILS TUBE WOODLAND,76,95.0,5,3801.0,AY,2.0
21912,VINTAGE SNAKES & LADDERS,76,285.0,3,3743.0,AY,2.03
21248,DOOR HANGER  MUM + DADS ROOM,76,33.160000000000004,3,1050.0,BZ,7.24
22301,COFFEE MUG CAT + BIRD DESIGN,76,192.0,26,5045.0,AY,1.51
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,76,109.16,29,2895.0,AY,2.63
20798,CLEAR MILKSHAKE GLASS,76,140.25,16,555.0,BZ,13.69
23071,MARIE ANTOINETTE TRINKET BOX GOLD,76,434.0,4,319.0,BZ,23.82
16161U,WRAP SUKI AND FRIENDS,75,31.5,3,10026.0,BY,0.75
22978,PANTRY ROLLING PIN,75,272.61,12,2465.0,AZ,3.04
22439,6 ROCKET BALLOONS,75,48.75,5,3912.0,BY,1.92
21390,FILIGRIS HEART WITH BUTTERFLY,75,93.75,4,10995.0,AY,0.68
21198,WHITE HEART CONFETTI IN TUBE,75,64.71000000000001,3,1283.0,BZ,5.85
22088,PAPER BUNTING COLOURED LACE,75,198.04999999999998,5,4401.0,AY,1.7
84927A,WAKE UP COCKEREL TILE HOOK,75,10.35,4,226.0,CZ,33.19
23230,WRAP ALPHABET DESIGN,75,31.5,3,8001.0,BZ,0.94
22941,CHRISTMAS LIGHTS 10 REINDEER,74,610.3000000000001,26,2618.0,AZ,2.83
72529W,WHITE ADVENT CANDLE,74,125.06,2,465.0,CZ,15.91
22232,JIGSAW TOADSTOOLS 3 PIECE,74,71.22,8,1109.0,BY,6.67
21160,KEEP OUT GIRLS DOOR HANGER,74,30.259999999999998,3,795.0,CZ,9.31
85047,WHITE BEADED GARLAND STRING 20LIGHT,74,450.7,43,1054.0,AZ,7.02
22274,FELTCRAFT DOLL EMILY,74,199.10000000000002,8,3787.0,AY,1.95
85023B,EAU DE NILE JEWELLED PHOTOFRAME,74,156.29999999999998,3,293.0,CZ,25.26
20803,SMALL PINK GLASS SUNDAE DISH,74,38.46,3,1161.0,CZ,6.37
35970,ZINC FOLKART SLEIGH BELLS,74,122.86000000000001,7,8422.0,AZ,0.88
21121,SET/10 RED SPOTTY PARTY CANDLES,74,92.5,5,15252.0,AY,0.49
21463,MIRRORED DISCO BALL,73,397.35,26,1355.0,AY,5.39
21788,KIDS RAIN MAC BLUE,73,61.849999999999994,6,3380.0,BY,2.16
21122,SET/10 PINK POLKADOT PARTY CANDLES,73,91.25,4,12347.0,AY,0.59
23208,LUNCH BAG VINTAGE LEAF DESIGN,73,109.85,4,6342.0,AZ,1.15
22533,MAGIC DRAWING SLATE BAKE A CAKE,72,30.240000000000002,2,4529.0,BZ,1.59
21670,BLUE SPOT CERAMIC DRAWER KNOB,72,100.0,8,8912.0,AX,0.81
84212,"ASSORTED FLOWER COLOUR ""LEIS""",72,46.8,1,24800.0,AZ,0.29
